Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,new_tweet
USER USER USER USER USER USER USER USER USER USER USER Doa #2019GantiPresiden selalu kusebut. Moga terkabul. Sudah banyak daerah yg diserbu TKA ASENG. Gawattt.',1,0,1,0,0,0,0,0,1,1,0,0,user user user user user user user user user user user doa 2019gantipresiden selalu aku sebut moga terkabul sudah banyak daerah yang diserbu tka aseng gawattt
"RT USER: Man teman, kita perlu berterima kasih pada toilet, sehingga tidak perlu mengubur tai kita seperti kucing.'",0,0,0,0,0,0,0,0,0,0,0,0,  user man teman kita perlu berterima kasih pada toilet sehingga tidak perlu mengubur tai kita seperti kucing
"Tipikal bani 212 bin onta kampret : cepat memuji org yg dihormati, cepat juga mencaci nya kembali.... salam TGB ... ngoahaha #BubarkanPKS'",1,1,0,1,1,0,0,0,0,0,0,1,tipikal bani 212 bin onta kampret cepat memuji orang yang dihormati cepat juga mencaci nya kembali salam tgb haha bubarkanpks
"USER USER USER USER Harus begitu. Kita itu harus ""Strict""deh pokoknya kl menyangkut kebijakan politik dalam negeri &amp; luar negeri yg menyangkut sama pihak asing. Kita jgn haram meniru negara komunis dlm melindungi keut",0,0,0,0,0,0,0,0,0,0,0,0,user user user user harus begitu kita itu harus strict deh pokoknya kalau menyangkut kebijakan politik dalam negeri amp luar negeri yang menyangkut sama pihak asing kita jangan haram meniru negara komunis dalam melindungi keut
Integrasi Agama dan Budaya sebagai Pondasi Peradaban Bangsa,0,0,0,0,0,0,0,0,0,0,0,0,integrasi agama dan budaya sebagai pondasi peradaban bangsa
USER Kakak kampungan cuyih',1,1,1,0,0,0,0,0,1,1,0,0,user kakak kampungan cih
"Catatan:\n\nGerakan Reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh Amien Rais dkk adalah produk yg diinisiasi distimulir, dirancang oleh CSIS, Elit Katolik, Konglo Tionghoa, dan antek2nya\n\nReformasi adalah tunggangan mereka\nReformasi",0,0,0,0,0,0,0,0,0,0,0,0,catatan ngerakan reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh amien rais dan kawan kawan adalah produk yang diinisiasi distimulir dirancang oleh csis elit katolik konglo tionghoa dan antek anteknya nreformasi adalah tunggangan mereka nreformasi
#2019GantiPresiden scra konstitusional itu hak setiap rakyat woii! . Gini nih kalo klo planga plongo tp kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0,2019gantipresiden secara konstitusional itu hak setiap rakyat oi gini nih kalau kalau plonga plongo tetapi kelakuan otoriter
"Jadi ingat dialog Neo dgn Oracle di The Matrix. \nOracle: ""Apa yang diinginkan seorang penguasa?\nNeo: (hening)....... \nOracle: Kekuasaan yang lebih besar.'",0,0,0,0,0,0,0,0,0,0,0,0,jadi ingat dialog neo dengan oracle di the matrix noracle apa yang diinginkan seorang penguasa nneo hening noracle kekuasaan yang lebih besar
"#NowPepatahPetitih bersama Sucipto Hadi Purnomo - dosen budaya Jawa di Jurusan Sastra Jawa Unnes. Tema â??Aja Gumunan, Aja Getunan, Aja Kagetan, Aja Alemanâ??.",0,0,0,0,0,0,0,0,0,0,0,0,nowpepatahpetitih bersama sucipto hadi purnomo dosen budaya jawa di jurusan sastra jawa unnes tema aja gumunan aja getunan aja kagetan aja aleman
"USER Iya, aman karena mayoritas Rakyatnya yaitu umat Islam yg hatinya sering bapak sakiti, sukses mengendalikan diri, sukses menjaga emosinya untuk kepentingan persatuan bangsa. Lah bapak sendiri sebagai Presiden malah memelihara cebong yg ke",1,0,1,0,0,0,0,0,1,1,0,0,user iya aman karena mayoritas rakyatnya yaitu umat islam yang hatinya sering bapak menyakiti sukses mengendalikan diri sukses menjaga emosinya untuk kepentingan persatuan bangsa lah bapak sendiri sebagai presiden malah memelihara cebong yang ke
Qaumi ekjayati conference Jamiat ul ulama e hind ki public meeting se Barrister Asad uddin owaisi,0,0,0,0,0,0,0,0,0,0,0,0,qaumi ekajati conference jamiat ul ulama hind ki publik meeting se barrister asad udin owaisi
Penghina Iriana Jokowi Langsung Ditangkap Penghina Wapres JK Masih AMAN. ADA APA? URL,1,0,1,0,0,0,0,0,1,1,0,0,penghina iriana jokowi langsung ditangkap penghina wapres jk masih aman ada apa url
"USER Den...den...\nNista banget hidup lo..\nUdah fitnah Abu Jibriel gak minta maaf, sekarang bikin fitnah baru lagi.\nDan followermu, menyedihkan banget tingkat kecerdasannya....\nMain setuja setuju ae mbek congormu.\nBosok, su....'",1,1,1,0,0,0,0,0,1,1,0,0,user den den nnista banget hidup kamu nudah fitnah abu jibriel tidak meminta maaf sekarang bikin fitnah baru lagi ndan pengikutmu menyedihkan banget tingkat kecerdasannya nmain setuju setuju saja mbek congormu nbosok su
"Selain di Surabaya, bom juga meledak di rusunawa wonocolo, Sidoarjo. Para petinggi polisi di Jawa Timur menduga kuat ini ada kaitannya dengan kejadian yg ada di Surabaya. Dengan memakan korban sebanyak 5 orang. 3 orng meninggal dunia termasu pelaku Anton",0,0,0,0,0,0,0,0,0,0,0,0,selain di surabaya bom juga meledak di rumah susun sederhana sewa wonocolo sidoarjo para petinggi polisi di jawa timur menduga kuat ini ada kaitannya dengan kejadian yang ada di surabaya dengan memakan korban sebanyak 5 orang 3 orang meninggal dunia termasuk pelaku anton
"USER Emangnya lo siapa, sontoloyo si pengecut'",1,1,1,0,0,0,0,0,1,1,0,0,user emangnya kamu siapa sontoloyo sih pengecut
USER org kaya gitu emg maunya bayinya dibunuh aja. polisi moral keparat',1,1,0,1,0,0,0,0,1,0,1,0,user orang kayak begitu memang maunya bayinya dibunuh saja polisi moral keparat
"kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL",0,0,0,0,0,0,0,0,0,0,0,0,kalau di catatan harian menantu sinting lakban laki banget sementara itu lakban menurut definisi df user xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 url
Gubernur Indonesia ngobrol dengan Presiden Turki ð???,0,0,0,0,0,0,0,0,0,0,0,0,gubernur indonesia mengobrol dengan presiden turki
USER USER USER USER USER Apa beda nya sama bani kampret kayak anda bro... Mudah di provokasi \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x86',1,1,0,1,0,0,0,0,1,0,1,0,user user user user user apa beda nya sama bani kampret kayak anda bro mudah di provokasi xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x86
USER brisik lu bacot',1,1,1,0,0,0,0,0,1,1,0,0,user berisik kamu bacot
USER Wah brengsek nih. Ketauan yg punya bisa mampus aku. :((',0,1,0,0,0,0,0,0,0,0,0,0,user wah berengsek nih ketauan yang punya bisa mampus aku
"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'",0,0,0,0,0,0,0,0,0,0,0,0,kita akan belajar giat dengan penuh dedikasi tapi bukan hanya untuk lulus ujian 3 idiot tweetdsap
"Kata Opung, tenaga kerja asal China, semua punya skill khusus, sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah.; ; Tapi nyatanya TKA asal China itu juga banyak unskilled labour nya!; ; Jadi, 10 juta lapangan pekerjaan baru itu, sebenar",0,0,0,0,0,0,0,0,0,0,0,0,kata opung tenaga kerja asal china semua punya skill khusus sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah tapi nyatanya tka asal china itu juga banyak tidak terampil labour nya jadi 10 juta lapangan pekerjaan baru itu sebenarnya
Beli barang pengiriman dr cina biasanya paket transit cin-indo cuma 3 hari napa ini seminggu\xf0\x9f\x98\xa2',0,0,0,0,0,0,0,0,0,0,0,0,beli barang pengiriman dari cina biasanya paket transit cinta indonesia cuma 3 hari kenapa ini seminggu xf0 x9f x98 xa2
USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',1,1,0,1,0,0,0,0,1,0,1,0,user user ih cebong cebong gagal paham kali kamu tidak salah kalau sudah kena virus cebong jadi dungu haha tidak bisa terima kenyataan ya kasihan deh kamu
"USER USER USER Coba aja pak USER punya sifat keras seperti endorgan sedikit saja, mungkin mereka yang nuduh PKI itu udah masuk Lapas kali ya,; Salut sama bapak presiden kita USER sabarnya tingkat dewa; Maju terus pak ; #2019TetapJokow",0,0,0,0,0,0,0,0,0,0,0,0,user user user coba saja pak user punya sifat keras seperti erdogan sedikit saja mungkin mereka yang menuduh pki itu sudah masuk lapas kali ya salut sama bapak presiden kita user sabarnya tingkat dewa maju terus pak 2019tetapjokow
"USER klo jaman dki yg dimainkan isu cina ,kapir. sekarang yg cina kapir justru dari keluarga si ono. silit eh sulit lah'",1,1,0,1,0,1,0,0,0,0,1,0,user kalau jaman daerah khusus ibukota yang dimainkan isu cina kafir sekarang yang cina kafir justru dari keluarga sih ono silit eh sulit lah
"Kata orang nyasar itu rugi banget, tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu'",0,0,0,0,0,0,0,0,0,0,0,0,kata orang menyasar itu rugi banget tapi aku tidak merasa rugi karena cintaku sudah menyasar ke hati kamu
Terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua...',0,1,0,0,0,0,0,0,0,0,0,0,terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yang terlihat kalem dan alim tapi tau tau bikin malu orang tua
USER USER berani bubarkan KPK?? akan berhadapan dengan rakyat kau anjing,1,1,1,0,0,0,0,0,1,1,0,0,user user berani bubarkan kpk akan berhadapan dengan rakyat kamu anjing
"Woohoo, lumayan juga ternyata wifi di rumah nih~ \npenolong saat kuota habis sebekum waktunya.. kampret nih tri~ \xf0\x9f\x98\xaa URL",1,1,0,1,0,0,0,0,1,0,1,0,woohoo lumayan juga ternyata wifi di rumah nih penolong saat kuota habis sebelum waktunya kampret nih tri xf0 x9f x98 xaa url
Buat apa nyerang pemerintah Jokowi yg bentar lagi berhenti berkuasa?Lengserkan di pemilihan presiden mendatang.,1,0,1,0,0,0,0,0,1,0,0,1,buat apa menyerang pemerintah jokowi yang bentar lagi berhenti berkuasa lengserkan di pemilihan presiden mendatang
RT USER: USER Truss Lantas Jokowi yg kamu tuduh Melakukannya?? Kalau benar itu tuduhannmu??..sungguh Akal dan Akhlak mu sebaga\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0,  user user truss lantas jokowi yang kamu tuduh melakukannya kalau benar itu tuduhanmu sungguh akal dan akhlak mu sebagai xe2 x80 xa6
USER ya lu bacot bngst',1,1,1,0,0,0,0,0,1,1,0,0,user ya kamu bacot bangsat
Antropologi fisik:; 1. Paleo Anthropology; 2. Somatologi; Antropologi budaya:; 1. Arkeologi; 2. Etnolinguistik; 3. Etnologi; 4. Antropologi sosial,0,0,0,0,0,0,0,0,0,0,0,0,antropologi fisik 1 paleo anthropology 2 somatologi antropologi budaya 1 arkeologi 2 etnolinguistik 3 etnologi 4 antropologi sosial
USER USER bodo amat akun capek',0,1,0,0,0,0,0,0,0,0,0,0,user user bodoh amat akun cape
hestek tandingan dr #PersibTakutMainDiJakarta nggak nyambung dg fakta yg beredar .\n#VikingAnjing\n#PerSSIb\n#persLIB\n#LigaIndonesiaBandung\n#BotolKosong nyaring bunyinya macam congor mereka \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x9d\xf0\x9f\x98\x,1,1,0,1,0,0,0,0,1,0,1,0,tagar tandingan dari persibtakutmaindijakarta enggak menyambung dengan fakta yang beredar vikinganjing perssib perslib ligaindonesiabandung botolkosong nyaring bunyinya macam congor mereka xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x9d xf0 x9f x98
"Pengantar Presiden Joko Widodo pada Rapat Terbatas tentang Percepatan Pelaksanaan Berusaha (Online Single Submission/OSS), 18 April 2018, di Istana Kepresidenan Bogor, Jawa Barat;",0,0,0,0,0,0,0,0,0,0,0,0,pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha online single submission oss 18 april 2018 di istana kepresidenan bogor jawa barat
"USER \xe2\xa0\x80\n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80 \xe3\x80\x8c Saya! Saya! Yang dulu bisu, kini sudah bisa bagi cuap-cuap! \xe3\x80\x8d'",0,0,0,0,0,0,0,0,0,0,0,0,user xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe3 x80 x8c saya saya yang dulu bisu kini sudah bisa bagi cuap cuap xe3 x80 x8d
USER Hanya membaca dn tai aja',0,1,0,0,0,0,0,0,0,0,0,0,user hanya membaca dan tai saja
Ombudsman RI: Setiap Hari Ada dua Pesawat Antar TKA Tiongkok ke Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,ombudsman ri setiap hari ada dua pesawat antar tka tiongkok ke indonesia
USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng.\nRupanya....\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,user user user user user user user hihihi cebong rasa kampret itu saya kira cuma ada dalam dongeng nrupanya xf0 x9f x98 x82
"""Insyaallah bulan depan akan kita coba mulai tanggal 24 Mei. Nanti akan kita lihat apakah ada hal-hal yang perlu diperbaiki. Airport Kertajati bisa menampung kurang lebih 5,6 juta penumpang merupakanÂ airport terbesar setelah Soekarno-Hatta,â?? ujar Presiden.",0,0,0,0,0,0,0,0,0,0,0,0,insyaallah bulan depan akan kita coba mulai tanggal 24 mei nanti akan kita lihat apakah ada hal hal yang perlu diperbaiki airport kertajati bisa menampung kurang lebih 5 6 juta penumpang merupakan airport terbesar setelah soekarno hatta ujar presiden
"Meski Tak Berambisi, Jokowi Siap Nyapres Jika Didukung Ulama",0,0,0,0,0,0,0,0,0,0,0,0,meski tak berambisi jokowi siap nyapres jika didukung ulama
Seksyen 2 Mega #Utusan Malaysia 11April; #lebihdaripadapolitik; Beli #UtusanMalaysia atau langgan #islam #muslim #alquran #keluarga #wanita #kesihatan #hiburan #artis #budaya #sains #teknologi #alamsekitar #alumni #kampus #universiti #wira #tentera #polis,0,0,0,0,0,0,0,0,0,0,0,0,seksyen 2 mega utusan malaysia 11april lebih daripada politik beli utusanmalaysia atau langgan islam muslim alquran keluarga wanita kesehatan hiburan artis budaya sains teknologi alam sekitar alumni kampus universitas wira tentera polis
"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau'",1,1,1,0,0,0,1,0,0,1,0,0,user saya tiba tiba langsung strok wkwk ini adalah cuma orang picek saja yang tidak tau
lihatlah Rakyat &amp; NKRI ini mending mundur aja pak Jokowi URL,1,0,1,0,0,0,0,0,1,1,0,0,lihatlah rakyat amp nkri ini mending mundur saja pak jokowi url
"15. Terimakasih, selamat jalan, Ila jiwari robbihimul A`la jalla wa `alaa, Ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia, bahaya, bahaya, dawuh beliau, dawuh2 yg kadang memberi kita pelajaran sangat berharga, lahul fatihah... ð??¥ð??¥ð??¥",0,0,0,0,0,0,0,0,0,0,0,0,15 terimakasih selamat jalan ila jiwari robbihimul lah jalla wa alah ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia bahaya bahaya perintah beliau perintah perintah yang kadang memberi kita pelajaran sangat berharga lahul fatihah
USER Kemaren beli babi namanya fadil',0,1,0,0,0,0,0,0,0,0,0,0,user kemaren beli babi namanya fadil
"USER dapet lah, stiap perbuatan kita, baik/buruk pst dapet balasan yg stimpal, kalo di hindu, balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang'",0,0,0,0,0,0,0,0,0,0,0,0,user dapat lah setiap perbuatan kita baik buruk pasti dapat balasan yang setimpal kalau di hindu balasannya bisa di kehidupan sekarang atau di kehidupan yang akan datang
"USER Elu,omong apa culun??'",1,1,1,0,0,0,0,0,1,1,0,0,user elu omong apa culun
USER Mampus',1,1,1,0,0,0,0,0,1,1,0,0,user mampus
RT USER: Ngentot yukkk',0,1,0,0,0,0,0,0,0,0,0,0,  user ngentot yukkk
"TKA China sdh berani melecehkan bendera Merah Putih...; ; Apakah kita akan diam saja..!!; ; Semakin TKA China banyak yg datang, semakin mrk AROGAN krn merasa kuat..; ; Apalagi didukung oleh Rezim Penguasa, dg kemudahan TKA China masuk ke NKRI.; ; Mau dijaj",1,0,0,1,0,1,0,0,0,0,1,0,tka china sudah berani melecehkan bendera merah putih apakah kita akan diam saja semakin tka china banyak yang datang semakin mereka arogan karena merasa kuat apalagi didukung oleh rezim penguasa dengan kemudahan tka china masuk ke nkri mau dijajah
Ketika Ulama dan Umara Bersatu | NU Online,0,0,0,0,0,0,0,0,0,0,0,0,ketika ulama dan umara bersatu nu online
Pidex yg suka bash penipu lelang acc masih hidup? Yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :V mending lu jilat telapak kaki gue aja dex',0,1,0,0,0,0,0,0,0,0,0,0,pidex yang suka bash penipu lelang acc masih hidup yang dulu kayak jijik sama jualan apps eh sekarang malah dia yang jualan apps mending kamu jilat telapak kaki saya saja dex
RT USER USER BADMINTON PUTRI INDONESIA KOK KALAH SAMA JEPANG N CINA ...MEREKA BERMAIN LEPAS TIDAK GAMPANG MENYERAH KOMUNIS SEENAKNYA DI SINI,1,0,0,1,0,1,0,0,0,0,1,0,  user user badminton putri indonesia kok kalah sama jepang cina mereka bermain lepas tidak gampang menyerah komunis seenaknya di sini
USER USER sejak lo dm pake capslock terus bilang gua cocot wkwk',0,1,0,0,0,0,0,0,0,0,0,0,user user sejak kamu direct message pakai capslock terus bilang gue cocot wkwk
mau cerita. laki2 emang brengsek ya. dasar cupu',1,1,0,1,0,0,0,0,1,0,1,0,mau cerita laki laki memang berengsek ya dasar cupu
"Jika mengaku SAYA PANCASILA dan SAYA INDONESIA, maka TAATILAH UU di Indonesia!\n\nSesuai Keppres No. 6/2000 dan SK MenAg Nomor MA/12/2006, agama yg diakui di NKRI : Islam, Kristen Protestan, Katolik, Hindu, Buddha dan Kong Hu Cu.\n\nDiluar itu, agamanya",0,0,0,0,0,0,0,0,0,0,0,0,jika mengaku saya pancasila dan saya indonesia maka taatilah uu di indonesia nsesuai keppres no 6 2000 dan sk menag nomor ma 12 2006 agama yang diakui di nkri islam kristen protestan katolik hindu buddha dan kong hu cu ndiluar itu agamanya
"USER USER Itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh.. Untuk rakyatnya... Ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah, bukan kritik tapi nyela.. Coba dpr tugasnya apa? 3 t",0,0,0,0,0,0,0,0,0,0,0,0,user user itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya lah untuk rakyatnya ada wakil ketua dewan perwakilan rakyat kita yang kerjaannya nyinyir dan nyinyir saja ke pemerintah bukan kritik tapi menyela coba dewan perwakilan rakyat tugasnya apa 3
USER USER Kalau saja beliau ini Projo pasti dapat gelar Kristen Nusantara\xf0\x9f\x98\x80',0,0,0,0,0,0,0,0,0,0,0,0,user user kalau saja beliau ini projo pasti dapat gelar kristen nusantara xf0 x9f x98 x80
"PT20langgarkonstitusi Rezim otoriter ini gk habis-habis tabrak-tubruk UU, kali ini undang-undang Dasar pun mau dijebol..mk waktunya lengserkan jokowi",1,0,1,0,0,0,0,0,1,0,0,1,pt20langgarkonstitusi rezim otoriter ini tidak habis habis tabrak tubruk uu kali ini undang undang dasar pun mau dijebol mk waktunya lengserkan jokowi
"USER USER itu kerjaan cornelis, tionghoa yg stress gila'",1,1,0,1,0,1,1,0,0,0,1,0,user user itu pekerjaan cornelis tionghoa yang stres gila
USER Modal cebong cuma COPAS. Bukti kapasitas otak minimalis...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,user modal cebong cuma copas bukti kapasitas otak minimalis xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82
USER USER USER Makasih aku memang unik ga kaya armeries udik',1,1,1,0,0,0,0,0,1,1,0,0,user user user makasih aku memang unik tidak kayak armeries udik
Pekerja Seni Komersial kalo ngomong memang cuma copas. Isi kepalanya ya cuma eksis sama kontrak baru.. capee \xf0\x9f\x99\x84\xf0\x9f\x99\x84 #PSK URL,0,0,0,0,0,0,0,0,0,0,0,0,pekerja seni komersial kalau berbicara memang cuma copy paste isi kepalanya ya cuma eksis sama kontrak baru cape xf0 x9f x99 x84 xf0 x9f x99 x84 psk url
"lengserkan jokowi! ""USER: Rejim anti subsidi adalah rejim anti kerakyatan. USER USER """,1,0,1,0,0,0,0,0,1,0,0,1,lengserkan jokowi user rejim anti subsidi adalah rejim anti kerakyatan user user
USER Nyamber juga dong...\n\nKulit leher kering kurang vit C..Cupang\n\nKulit bokong kering kurang vit C..Cebok\n\nHidup kurang bahagia kurang vit C..Cewek/Cowok',0,1,0,0,0,0,0,0,0,0,0,0,user nyamber juga dong nkulit leher kering kurang vit cupang nkulit bokong kering kurang vit cebok nhidup kurang bahagia kurang vit cewek cowok
